"","symptom","domain","group","estimate","lower_95_percent_confidence_limit","upper_95_percent_confidence_limit"
"833","Low mood or not enjoying","Country/region","England",26.77,25.54,28.01
"834","Low mood or not enjoying","Country/region","North East",25.68,20.66,30.71
"835","Low mood or not enjoying","Country/region","North West",28.99,25.7,32.29
"836","Low mood or not enjoying","Country/region","Yorkshire and the Humber",28.36,24.54,32.17
"837","Low mood or not enjoying","Country/region","East Midlands",24.29,19.97,28.62
"838","Low mood or not enjoying","Country/region","West Midlands",26.78,22.65,30.92
"839","Low mood or not enjoying","Country/region","East of England",25.48,22,28.96
"840","Low mood or not enjoying","Country/region","London",27.36,24.13,30.58
"841","Low mood or not enjoying","Country/region","South East",25.27,22.09,28.46
"842","Low mood or not enjoying","Country/region","South West",27.44,23.52,31.35
"843","Low mood or not enjoying","Country/region","Northern Ireland",31.25,23.87,38.63
"844","Low mood or not enjoying","Country/region","Scotland",34.83,30.84,38.81
"845","Low mood or not enjoying","Country/region","Wales",32.92,27.71,38.12
"846","Low mood or not enjoying","Ethnic group","Non-white",29.83,24.6,35.07
"847","Low mood or not enjoying","Ethnic group","White",27.85,26.68,29.02
"848","Low mood or not enjoying","Index of Multiple Deprivation quintile group","1",36.84,33.55,40.14
"849","Low mood or not enjoying","Index of Multiple Deprivation quintile group","2",30.8,28.01,33.6
"850","Low mood or not enjoying","Index of Multiple Deprivation quintile group","3",27.12,24.71,29.53
"851","Low mood or not enjoying","Index of Multiple Deprivation quintile group","4",25.25,22.93,27.57
"852","Low mood or not enjoying","Index of Multiple Deprivation quintile group","5",24.23,22,26.46
"853","Memory loss or confusion","All people","All people",26.2,25.08,27.31
"854","Memory loss or confusion","Country/region","England",25.51,24.3,26.73
"855","Memory loss or confusion","Country/region","North East",27.05,21.86,32.25
"856","Memory loss or confusion","Country/region","North West",26.85,23.68,30.01
"857","Memory loss or confusion","Country/region","Yorkshire and the Humber",26.84,23.02,30.67
"858","Memory loss or confusion","Country/region","East Midlands",25.71,21.46,29.95
"859","Memory loss or confusion","Country/region","West Midlands",25.49,21.41,29.56
"860","Memory loss or confusion","Country/region","East of England",23.4,20.08,26.72
"861","Memory loss or confusion","Country/region","London",25.65,22.47,28.84
"862","Memory loss or confusion","Country/region","South East",24.59,21.43,27.75
"863","Memory loss or confusion","Country/region","South West",24.85,20.98,28.72
"864","Memory loss or confusion","Country/region","Northern Ireland",32.5,24.96,40.04
"865","Memory loss or confusion","Country/region","Scotland",30.34,26.57,34.11
"866","Memory loss or confusion","Country/region","Wales",26.71,21.78,31.64
"867","Memory loss or confusion","Ethnic group","Non-white",30.51,25.14,35.88
"868","Memory loss or confusion","Ethnic group","White",25.98,24.84,27.12
"869","Memory loss or confusion","Index of Multiple Deprivation quintile group","1",32.31,29.02,35.61
"870","Memory loss or confusion","Index of Multiple Deprivation quintile group","2",29.51,26.77,32.24
"871","Memory loss or confusion","Index of Multiple Deprivation quintile group","3",26.37,23.99,28.76
"872","Memory loss or confusion","Index of Multiple Deprivation quintile group","4",23.76,21.51,26.01
"873","Memory loss or confusion","Index of Multiple Deprivation quintile group","5",22.53,20.35,24.7
"874","Mobility","All people","All people",15.54,14.63,16.46
"875","Mobility","Country/region","England",14.37,13.4,15.34
"876","Mobility","Country/region","North East",17.12,12.62,21.63
"877","Mobility","Country/region","North West",14.77,12.17,17.36
"878","Mobility","Country/region","Yorkshire and the Humber",17.39,14.11,20.67
"879","Mobility","Country/region","East Midlands",13.68,10.41,16.95
"880","Mobility","Country/region","West Midlands",14.25,11.06,17.45
"881","Mobility","Country/region","East of England",15.54,12.71,18.38
"882","Mobility","Country/region","London",13.22,10.81,15.63
"883","Mobility","Country/region","South East",12.09,9.71,14.48
"884","Mobility","Country/region","South West",13.32,10.35,16.29
"885","Mobility","Country/region","Northern Ireland",13.12,7.95,18.3
"886","Mobility","Country/region","Scotland",21.9,18.4,25.41
"887","Mobility","Country/region","Wales",24.22,19.42,29.03
"888","Mobility","Ethnic group","Non-white",13.56,9.62,17.5
"889","Mobility","Ethnic group","White",15.64,14.7,16.58
"890","Mobility","Index of Multiple Deprivation quintile group","1",23.87,20.86,26.87
"891","Mobility","Index of Multiple Deprivation quintile group","2",18.32,15.98,20.65
"892","Mobility","Index of Multiple Deprivation quintile group","3",15.08,13.16,17.01
"893","Mobility","Index of Multiple Deprivation quintile group","4",12.84,11.06,14.61
"894","Mobility","Index of Multiple Deprivation quintile group","5",11.88,10.22,13.54
"895","Muscle ache","All people","All people",41.9,40.65,43.16
"896","Muscle ache","Country/region","England",40.65,39.28,42.02
"897","Muscle ache","Country/region","North East",40.07,34.33,45.8
"898","Muscle ache","Country/region","North West",39.6,35.97,43.22
"899","Muscle ache","Country/region","Yorkshire and the Humber",44.05,39.77,48.32
"900","Muscle ache","Country/region","East Midlands",39.15,34.4,43.9
"901","Muscle ache","Country/region","West Midlands",41.25,36.67,45.84
"902","Muscle ache","Country/region","East of England",42.31,38.37,46.25
"903","Muscle ache","Country/region","London",40.84,37.3,44.37
"904","Muscle ache","Country/region","South East",36.96,33.42,40.49
"905","Muscle ache","Country/region","South West",42.74,38.41,47.08
"906","Muscle ache","Country/region","Northern Ireland",45.62,37.95,53.3
"907","Muscle ache","Country/region","Scotland",49.01,44.81,53.22
"908","Muscle ache","Country/region","Wales",47.52,41.88,53.15
"909","Muscle ache","Ethnic group","Non-white",45.76,40.07,51.46
"910","Muscle ache","Ethnic group","White",41.71,40.42,42.99
"911","Muscle ache","Index of Multiple Deprivation quintile group","1",48.84,45.31,52.36
"912","Muscle ache","Index of Multiple Deprivation quintile group","2",47.83,44.77,50.89
"913","Muscle ache","Index of Multiple Deprivation quintile group","3",40.94,38.29,43.58
"914","Muscle ache","Index of Multiple Deprivation quintile group","4",39.57,36.97,42.18
"915","Muscle ache","Index of Multiple Deprivation quintile group","5",36.79,34.3,39.28
"916","Nasal congestion","All people","All people",22.26,21.21,23.31
"917","Nasal congestion","Country/region","England",21.26,20.13,22.39
"918","Nasal congestion","Country/region","North East",18.84,14.32,23.35
"919","Nasal congestion","Country/region","North West",24.03,20.95,27.1
"920","Nasal congestion","Country/region","Yorkshire and the Humber",21.17,17.61,24.73
"921","Nasal congestion","Country/region","East Midlands",23.35,19.31,27.39
"922","Nasal congestion","Country/region","West Midlands",20.95,17.2,24.7
"923","Nasal congestion","Country/region","East of England",20.83,17.69,23.97
"924","Nasal congestion","Country/region","London",20.81,17.94,23.69
"925","Nasal congestion","Country/region","South East",18.61,15.75,21.48
"926","Nasal congestion","Country/region","South West",22.27,18.64,25.89
"927","Nasal congestion","Country/region","Northern Ireland",23.75,17.07,30.43
"928","Nasal congestion","Country/region","Scotland",30.16,26.34,33.98
"929","Nasal congestion","Country/region","Wales",23.6,18.79,28.41
"930","Nasal congestion","Ethnic group","Non-white",19.66,15.12,24.2
"931","Nasal congestion","Ethnic group","White",22.39,21.31,23.47
"932","Nasal congestion","Index of Multiple Deprivation quintile group","1",28.52,25.35,31.68
"933","Nasal congestion","Index of Multiple Deprivation quintile group","2",24.33,21.78,26.88
"934","Nasal congestion","Index of Multiple Deprivation quintile group","3",20.73,18.56,22.9
"935","Nasal congestion","Index of Multiple Deprivation quintile group","4",20.5,18.39,22.6
"936","Nasal congestion","Index of Multiple Deprivation quintile group","5",20.34,18.26,22.43
"937","Nausea or vomiting","All people","All people",5.98,5.38,6.58
"938","Nausea or vomiting","Country/region","England",5.71,5.07,6.35
"939","Nausea or vomiting","Country/region","North East",8.22,5.06,11.38
"940","Nausea or vomiting","Country/region","North West",6.04,4.34,7.74
"941","Nausea or vomiting","Country/region","Yorkshire and the Humber",4.91,2.94,6.89
"942","Nausea or vomiting","Country/region","East Midlands",4.95,2.81,7.09
"943","Nausea or vomiting","Country/region","West Midlands",4.75,2.81,6.7
"944","Nausea or vomiting","Country/region","East of England",4.49,2.86,6.11
"945","Nausea or vomiting","Country/region","London",8.64,6.68,10.6
"946","Nausea or vomiting","Country/region","South East",4.08,2.6,5.55
"947","Nausea or vomiting","Country/region","South West",5.57,3.56,7.58
"948","Nausea or vomiting","Country/region","Northern Ireland",6.88,2.98,10.77
"949","Nausea or vomiting","Country/region","Scotland",8.44,6.09,10.79
"950","Nausea or vomiting","Country/region","Wales",5.59,3.11,8.07
"951","Nausea or vomiting","Ethnic group","Non-white",11.19,7.62,14.76
"952","Nausea or vomiting","Ethnic group","White",5.72,5.12,6.32
"953","Nausea or vomiting","Index of Multiple Deprivation quintile group","1",8.32,6.4,10.25
"954","Nausea or vomiting","Index of Multiple Deprivation quintile group","2",5.83,4.42,7.23
"955","Nausea or vomiting","Index of Multiple Deprivation quintile group","3",6.84,5.47,8.2
"956","Nausea or vomiting","Index of Multiple Deprivation quintile group","4",5.25,4.07,6.42
"957","Nausea or vomiting","Index of Multiple Deprivation quintile group","5",4.71,3.63,5.79
"958","Noisy breathing (wheezing)","All people","All people",20.9,19.88,21.92
"959","Noisy breathing (wheezing)","Country/region","England",20.12,19.02,21.22
"960","Noisy breathing (wheezing)","Country/region","North East",21.92,17.19,26.65
"961","Noisy breathing (wheezing)","Country/region","North West",23.49,20.45,26.53
"962","Noisy breathing (wheezing)","Country/region","Yorkshire and the Humber",23.63,20,27.26
"963","Noisy breathing (wheezing)","Country/region","East Midlands",19.81,16.08,23.54
"964","Noisy breathing (wheezing)","Country/region","West Midlands",21.17,17.4,24.93
"965","Noisy breathing (wheezing)","Country/region","East of England",16.03,13.14,18.91
"966","Noisy breathing (wheezing)","Country/region","London",17.93,15.22,20.64
"967","Noisy breathing (wheezing)","Country/region","South East",20.24,17.36,23.13
"968","Noisy breathing (wheezing)","Country/region","South West",17.89,14.57,21.22
"969","Noisy breathing (wheezing)","Country/region","Northern Ireland",17.5,11.67,23.33
"970","Noisy breathing (wheezing)","Country/region","Scotland",26.21,22.52,29.91
"971","Noisy breathing (wheezing)","Country/region","Wales",25.78,20.87,30.69
"972","Noisy breathing (wheezing)","Ethnic group","Non-white",24.07,19.23,28.9
"973","Noisy breathing (wheezing)","Ethnic group","White",20.74,19.7,21.78
"974","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","1",28.03,24.93,31.13
"975","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","2",21.83,19.38,24.28
"976","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","3",19.61,17.49,21.74
"977","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","4",21.49,19.34,23.64
"978","Noisy breathing (wheezing)","Index of Multiple Deprivation quintile group","5",16.86,14.95,18.77
"979","Numbness","All people","All people",17.86,16.89,18.83
"980","Numbness","Country/region","England",17.32,16.27,18.38
"981","Numbness","Country/region","North East",16.1,11.83,20.36
"982","Numbness","Country/region","North West",16.51,13.8,19.22
"983","Numbness","Country/region","Yorkshire and the Humber",19.66,16.2,23.12
"984","Numbness","Country/region","East Midlands",16.75,13.06,20.43
"985","Numbness","Country/region","West Midlands",16.2,12.79,19.61
"986","Numbness","Country/region","East of England",16.83,13.88,19.77
"987","Numbness","Country/region","London",19.37,16.52,22.22
"988","Numbness","Country/region","South East",16.58,13.83,19.32
"989","Numbness","Country/region","South West",16.9,13.64,20.16
"990","Numbness","Country/region","Northern Ireland",15,9.56,20.44
"991","Numbness","Country/region","Scotland",22.44,18.94,25.94
"992","Numbness","Country/region","Wales",19.88,15.45,24.3
"993","Numbness","Ethnic group","Non-white",25.08,20.15,30.02
"994","Numbness","Ethnic group","White",17.5,16.51,18.48
"995","Numbness","Index of Multiple Deprivation quintile group","1",23.01,20.07,25.95
"996","Numbness","Index of Multiple Deprivation quintile group","2",20.54,18.11,22.97
"997","Numbness","Index of Multiple Deprivation quintile group","3",16.49,14.47,18.51
"998","Numbness","Index of Multiple Deprivation quintile group","4",16.52,14.56,18.49
"999","Numbness","Index of Multiple Deprivation quintile group","5",15.56,13.69,17.43
"1000","Palpitations","All people","All people",22.21,21.17,23.25
"1001","Palpitations","Country/region","England",21.81,20.67,22.95
"1002","Palpitations","Country/region","North East",19.86,15.17,24.56
"1003","Palpitations","Country/region","North West",22.55,19.54,25.56
"1004","Palpitations","Country/region","Yorkshire and the Humber",23.63,19.97,27.29
"1005","Palpitations","Country/region","East Midlands",20.75,16.94,24.57
"1006","Palpitations","Country/region","West Midlands",21.6,17.88,25.31
"1007","Palpitations","Country/region","East of England",21.15,17.96,24.35
"1008","Palpitations","Country/region","London",22.64,19.7,25.59
"1009","Palpitations","Country/region","South East",20.38,17.48,23.28
"1010","Palpitations","Country/region","South West",22.66,18.95,26.38
"1011","Palpitations","Country/region","Northern Ireland",23.12,16.56,29.69
"1012","Palpitations","Country/region","Scotland",26.75,23.11,30.39
"1013","Palpitations","Country/region","Wales",20.19,15.72,24.65
"1014","Palpitations","Ethnic group","Non-white",24.75,19.79,29.7
"1015","Palpitations","Ethnic group","White",22.08,21.02,23.15
"1016","Palpitations","Index of Multiple Deprivation quintile group","1",27.05,23.98,30.12
"1017","Palpitations","Index of Multiple Deprivation quintile group","2",24.88,22.3,27.46
"1018","Palpitations","Index of Multiple Deprivation quintile group","3",21.84,19.62,24.07
"1019","Palpitations","Index of Multiple Deprivation quintile group","4",20.71,18.61,22.81
"1020","Palpitations","Index of Multiple Deprivation quintile group","5",19.32,17.3,21.34
"1021","Runny nose or sneezing","All people","All people",24.5,23.41,25.59
"1022","Runny nose or sneezing","Country/region","England",24.59,23.39,25.78
"1023","Runny nose or sneezing","Country/region","North East",26.37,21.17,31.57
"1024","Runny nose or sneezing","Country/region","North West",24.56,21.44,27.69
"1025","Runny nose or sneezing","Country/region","Yorkshire and the Humber",22.5,18.9,26.09
"1026","Runny nose or sneezing","Country/region","East Midlands",25.47,21.09,29.85
"1027","Runny nose or sneezing","Country/region","West Midlands",27.65,23.58,31.72
"1028","Runny nose or sneezing","Country/region","East of England",24.68,21.31,28.05
"1029","Runny nose or sneezing","Country/region","London",22.12,19.2,25.04
"1030","Runny nose or sneezing","Country/region","South East",24.73,21.55,27.91
"1031","Runny nose or sneezing","Country/region","South West",25.65,21.83,29.46
"1032","Runny nose or sneezing","Country/region","Northern Ireland",16.25,10.68,21.82
"1033","Runny nose or sneezing","Country/region","Scotland",27.11,23.33,30.89
"1034","Runny nose or sneezing","Country/region","Wales",22.67,18.01,27.33
"1035","Runny nose or sneezing","Ethnic group","Non-white",17.63,13.27,21.98
"1036","Runny nose or sneezing","Ethnic group","White",24.85,23.72,25.97
"1037","Runny nose or sneezing","Index of Multiple Deprivation quintile group","1",25.95,22.91,28.98
"1038","Runny nose or sneezing","Index of Multiple Deprivation quintile group","2",27.84,25.12,30.57
"1039","Runny nose or sneezing","Index of Multiple Deprivation quintile group","3",24.67,22.35,26.98
"1040","Runny nose or sneezing","Index of Multiple Deprivation quintile group","4",21.35,19.2,23.5
"1041","Runny nose or sneezing","Index of Multiple Deprivation quintile group","5",24.1,21.89,26.31
"1042","Shortness of breath","All people","All people",48.34,47.08,49.6
"1043","Shortness of breath","Country/region","England",47.5,46.11,48.89
"1044","Shortness of breath","Country/region","North East",49.32,43.49,55.14
"1045","Shortness of breath","Country/region","North West",44.83,41.2,48.47
"1046","Shortness of breath","Country/region","Yorkshire and the Humber",56.14,51.88,60.41
"1047","Shortness of breath","Country/region","East Midlands",50,45.18,54.82
"1048","Shortness of breath","Country/region","West Midlands",47.3,42.59,52.01
"1049","Shortness of breath","Country/region","East of England",42.63,38.71,46.55
"1050","Shortness of breath","Country/region","London",46.2,42.66,49.74
"1051","Shortness of breath","Country/region","South East",45.52,41.88,49.15
"1052","Shortness of breath","Country/region","South West",50.3,45.93,54.67
"1053","Shortness of breath","Country/region","Northern Ireland",41.88,34.34,49.41
"1054","Shortness of breath","Country/region","Scotland",53.68,49.46,57.9
"1055","Shortness of breath","Country/region","Wales",55.59,50.01,61.17
"1056","Shortness of breath","Ethnic group","Non-white",47.8,41.97,53.62
"1057","Shortness of breath","Ethnic group","White",48.37,47.07,49.67
"1058","Shortness of breath","Index of Multiple Deprivation quintile group","1",55.81,52.31,59.31
"1059","Shortness of breath","Index of Multiple Deprivation quintile group","2",52.36,49.35,55.37
"1060","Shortness of breath","Index of Multiple Deprivation quintile group","3",46.66,43.95,49.36
"1061","Shortness of breath","Index of Multiple Deprivation quintile group","4",47.52,44.88,50.15
"1062","Shortness of breath","Index of Multiple Deprivation quintile group","5",43.55,40.99,46.11
"1063","Skin rash/itch","All people","All people",17.37,16.42,18.33
"1064","Skin rash/itch","Country/region","England",17.2,16.16,18.25
"1065","Skin rash/itch","Country/region","North East",15.75,11.5,20.01
"1066","Skin rash/itch","Country/region","North West",16.91,14.19,19.64
"1067","Skin rash/itch","Country/region","Yorkshire and the Humber",17.01,13.68,20.35
"1068","Skin rash/itch","Country/region","East Midlands",21.7,17.81,25.59
"1069","Skin rash/itch","Country/region","West Midlands",17.28,13.84,20.71
"1070","Skin rash/itch","Country/region","East of England",16.35,13.47,19.22
"1071","Skin rash/itch","Country/region","London",18.19,15.47,20.92
"1072","Skin rash/itch","Country/region","South East",14.54,11.97,17.1
"1073","Skin rash/itch","Country/region","South West",18.29,14.9,21.68
"1074","Skin rash/itch","Country/region","Northern Ireland",16.88,10.95,22.8
"1075","Skin rash/itch","Country/region","Scotland",19.75,16.44,23.05
"1076","Skin rash/itch","Country/region","Wales",16.15,12.05,20.24
"1077","Skin rash/itch","Ethnic group","Non-white",17.63,13.29,21.96
"1078","Skin rash/itch","Ethnic group","White",17.36,16.38,18.34
"1079","Skin rash/itch","Index of Multiple Deprivation quintile group","1",22.03,19.14,24.92
"1080","Skin rash/itch","Index of Multiple Deprivation quintile group","2",18.13,15.82,20.45
"1081","Skin rash/itch","Index of Multiple Deprivation quintile group","3",17.53,15.47,19.6
"1082","Skin rash/itch","Index of Multiple Deprivation quintile group","4",15.25,13.37,17.13
"1083","Skin rash/itch","Index of Multiple Deprivation quintile group","5",16.11,14.23,17.98
"1084","Sore throat","All people","All people",13.58,12.71,14.45
"1085","Sore throat","Country/region","England",13.39,12.44,14.33
"1086","Sore throat","Country/region","North East",15.75,11.39,20.11
"1087","Sore throat","Country/region","North West",12.48,10.1,14.87
"1088","Sore throat","Country/region","Yorkshire and the Humber",14.37,11.35,17.38
"1089","Sore throat","Country/region","East Midlands",14.86,11.41,18.31
"1090","Sore throat","Country/region","West Midlands",13.39,10.23,16.55
"1091","Sore throat","Country/region","East of England",12.02,9.47,14.57
"1092","Sore throat","Country/region","London",14.27,11.78,16.75
"1093","Sore throat","Country/region","South East",10.73,8.47,12.99
"1094","Sore throat","Country/region","South West",15.31,12.12,18.5
"1095","Sore throat","Country/region","Northern Ireland",12.5,7.21,17.79
"1096","Sore throat","Country/region","Scotland",15.26,12.24,18.28
"1097","Sore throat","Country/region","Wales",14.29,10.4,18.17
"1098","Sore throat","Ethnic group","Non-white",16.95,12.67,21.23
"1099","Sore throat","Ethnic group","White",13.41,12.52,14.3
"1100","Sore throat","Index of Multiple Deprivation quintile group","1",17.5,14.83,20.17
"1101","Sore throat","Index of Multiple Deprivation quintile group","2",16.47,14.24,18.7
"1102","Sore throat","Index of Multiple Deprivation quintile group","3",12.7,10.9,14.51
"1103","Sore throat","Index of Multiple Deprivation quintile group","4",11.7,10.03,13.37
"1104","Sore throat","Index of Multiple Deprivation quintile group","5",11.88,10.2,13.55
"1105","Tinnitus","All people","All people",20.02,19.01,21.03
"1106","Tinnitus","Country/region","England",20.04,18.92,21.16
"1107","Tinnitus","Country/region","North East",22.26,17.35,27.17
"1108","Tinnitus","Country/region","North West",20.27,17.39,23.14
"1109","Tinnitus","Country/region","Yorkshire and the Humber",20.79,17.25,24.34
"1110","Tinnitus","Country/region","East Midlands",20.28,16.38,24.19
"1111","Tinnitus","Country/region","West Midlands",18.79,15.24,22.34
"1112","Tinnitus","Country/region","East of England",20.51,17.26,23.77
"1113","Tinnitus","Country/region","London",20.03,17.19,22.87
"1114","Tinnitus","Country/region","South East",19.43,16.47,22.39
"1115","Tinnitus","Country/region","South West",18.89,15.46,22.31
"1116","Tinnitus","Country/region","Northern Ireland",20.62,14.45,26.8
"1117","Tinnitus","Country/region","Scotland",20.47,17.13,23.8
"1118","Tinnitus","Country/region","Wales",18.63,14.4,22.86
"1119","Tinnitus","Ethnic group","Non-white",18.31,13.86,22.75
"1120","Tinnitus","Ethnic group","White",20.11,19.07,21.15
"1121","Tinnitus","Index of Multiple Deprivation quintile group","1",23.87,20.93,26.81
"1122","Tinnitus","Index of Multiple Deprivation quintile group","2",20.44,18.02,22.87
"1123","Tinnitus","Index of Multiple Deprivation quintile group","3",20.36,18.17,22.55
"1124","Tinnitus","Index of Multiple Deprivation quintile group","4",18.44,16.4,20.48
"1125","Tinnitus","Index of Multiple Deprivation quintile group","5",18.77,16.76,20.78
"1126","Trouble sleeping","All people","All people",32.11,30.93,33.3
"1127","Trouble sleeping","Country/region","England",31.63,30.34,32.93
"1128","Trouble sleeping","Country/region","North East",33.9,28.39,39.42
"1129","Trouble sleeping","Country/region","North West",32.21,28.78,35.65
"1130","Trouble sleeping","Country/region","Yorkshire and the Humber",30.62,26.54,34.71
"1131","Trouble sleeping","Country/region","East Midlands",33.25,28.58,37.92
"1132","Trouble sleeping","Country/region","West Midlands",32.18,27.87,36.5
"1133","Trouble sleeping","Country/region","East of England",33.81,30.09,37.54
"1134","Trouble sleeping","Country/region","London",33.25,29.86,36.63
"1135","Trouble sleeping","Country/region","South East",27.04,23.83,30.25
"1136","Trouble sleeping","Country/region","South West",30.22,26.21,34.22
"1137","Trouble sleeping","Country/region","Northern Ireland",33.12,25.83,40.42
"1138","Trouble sleeping","Country/region","Scotland",36.8,32.74,40.87
"1139","Trouble sleeping","Country/region","Wales",31.06,25.93,36.18
"1140","Trouble sleeping","Ethnic group","Non-white",37.29,31.75,42.83
"1141","Trouble sleeping","Ethnic group","White",31.85,30.64,33.07
"1142","Trouble sleeping","Index of Multiple Deprivation quintile group","1",37.82,34.45,41.19
"1143","Trouble sleeping","Index of Multiple Deprivation quintile group","2",36.63,33.72,39.55
"1144","Trouble sleeping","Index of Multiple Deprivation quintile group","3",30.68,28.19,33.18
"1145","Trouble sleeping","Index of Multiple Deprivation quintile group","4",28.94,26.52,31.35
"1146","Trouble sleeping","Index of Multiple Deprivation quintile group","5",29.97,27.59,32.34
"1147","Vertigo or dizziness","All people","All people",18.99,18,19.98
"1148","Vertigo or dizziness","Country/region","England",18.09,17.03,19.15
"1149","Vertigo or dizziness","Country/region","North East",21.23,16.48,25.99
"1150","Vertigo or dizziness","Country/region","North West",16.24,13.56,18.92
"1151","Vertigo or dizziness","Country/region","Yorkshire and the Humber",20.04,16.58,23.5
"1152","Vertigo or dizziness","Country/region","East Midlands",21.46,17.51,25.42
"1153","Vertigo or dizziness","Country/region","West Midlands",18.14,14.68,21.6
"1154","Vertigo or dizziness","Country/region","East of England",17.47,14.46,20.47
"1155","Vertigo or dizziness","Country/region","London",18.98,16.22,21.74
"1156","Vertigo or dizziness","Country/region","South East",15.35,12.74,17.97
"1157","Vertigo or dizziness","Country/region","South West",17.5,14.12,20.87
"1158","Vertigo or dizziness","Country/region","Northern Ireland",20,13.8,26.2
"1159","Vertigo or dizziness","Country/region","Scotland",24.78,21.12,28.43
"1160","Vertigo or dizziness","Country/region","Wales",22.67,18.04,27.3
"1161","Vertigo or dizziness","Ethnic group","Non-white",19.32,14.8,23.84
"1162","Vertigo or dizziness","Ethnic group","White",18.97,17.96,19.99
"1163","Vertigo or dizziness","Index of Multiple Deprivation quintile group","1",24.97,21.95,27.99
"1164","Vertigo or dizziness","Index of Multiple Deprivation quintile group","2",20.17,17.77,22.56
"1165","Vertigo or dizziness","Index of Multiple Deprivation quintile group","3",20.36,18.2,22.51
"1166","Vertigo or dizziness","Index of Multiple Deprivation quintile group","4",16.74,14.77,18.71
"1167","Vertigo or dizziness","Index of Multiple Deprivation quintile group","5",15.7,13.83,17.57
"1168","Weakness or tiredness","All people","All people",60.37,59.13,61.61
"1169","Weakness or tiredness","Country/region","England",59.09,57.72,60.46
"1170","Weakness or tiredness","Country/region","North East",60.27,54.59,65.96
"1171","Weakness or tiredness","Country/region","North West",57.72,54.12,61.32
"1172","Weakness or tiredness","Country/region","Yorkshire and the Humber",60.3,56.18,64.43
"1173","Weakness or tiredness","Country/region","East Midlands",63.92,59.24,68.59
"1174","Weakness or tiredness","Country/region","West Midlands",56.8,52.15,61.46
"1175","Weakness or tiredness","Country/region","East of England",58.81,54.94,62.69
"1176","Weakness or tiredness","Country/region","London",60.99,57.49,64.5
"1177","Weakness or tiredness","Country/region","South East",55.98,52.33,59.63
"1178","Weakness or tiredness","Country/region","South West",59.24,54.84,63.65
"1179","Weakness or tiredness","Country/region","Northern Ireland",66.25,58.85,73.65
"1180","Weakness or tiredness","Country/region","Scotland",67.5,63.59,71.42
"1181","Weakness or tiredness","Country/region","Wales",65.22,60.06,70.38
"1182","Weakness or tiredness","Ethnic group","Non-white",60.68,55.06,66.29
"1183","Weakness or tiredness","Ethnic group","White",60.35,59.09,61.62
"1184","Weakness or tiredness","Index of Multiple Deprivation quintile group","1",65.85,62.56,69.14
"1185","Weakness or tiredness","Index of Multiple Deprivation quintile group","2",63.46,60.56,66.36
"1186","Weakness or tiredness","Index of Multiple Deprivation quintile group","3",62.11,59.49,64.73
"1187","Weakness or tiredness","Index of Multiple Deprivation quintile group","4",56.88,54.25,59.51
"1188","Weakness or tiredness","Index of Multiple Deprivation quintile group","5",56.79,54.22,59.37
"1189","Worry or anxiety","All people","All people",29.09,27.94,30.24
"1190","Worry or anxiety","Country/region","England",28.44,27.19,29.7
"1191","Worry or anxiety","Country/region","North East",27.74,22.51,32.97
"1192","Worry or anxiety","Country/region","North West",29.53,26.19,32.87
"1193","Worry or anxiety","Country/region","Yorkshire and the Humber",31.76,27.75,35.77
"1194","Worry or anxiety","Country/region","East Midlands",28.77,24.36,33.19
"1195","Worry or anxiety","Country/region","West Midlands",26.78,22.61,30.95
"1196","Worry or anxiety","Country/region","East of England",27.72,24.16,31.29
"1197","Worry or anxiety","Country/region","London",30.37,27.08,33.65
"1198","Worry or anxiety","Country/region","South East",26.36,23.15,29.57
"1199","Worry or anxiety","Country/region","South West",26.04,22.13,29.96
"1200","Worry or anxiety","Country/region","Northern Ireland",30,22.83,37.17
"1201","Worry or anxiety","Country/region","Scotland",35.55,31.59,39.51
"1202","Worry or anxiety","Country/region","Wales",27.64,22.67,32.61
"1203","Worry or anxiety","Ethnic group","Non-white",38.98,33.44,44.52
"1204","Worry or anxiety","Ethnic group","White",28.59,27.41,29.76
"1205","Worry or anxiety","Index of Multiple Deprivation quintile group","1",36.35,32.99,39.71
"1206","Worry or anxiety","Index of Multiple Deprivation quintile group","2",31.64,28.84,34.43
"1207","Worry or anxiety","Index of Multiple Deprivation quintile group","3",28.97,26.52,31.43
"1208","Worry or anxiety","Index of Multiple Deprivation quintile group","4",26.74,24.39,29.09
"1209","Worry or anxiety","Index of Multiple Deprivation quintile group","5",25.53,23.27,27.79
"1210","Abdominal pain","All people","All people",9.56,8.82,10.3
"1211","Abdominal pain","Health/disability status","No health conditions",6.96,6.04,7.87
"1212","Abdominal pain","Health/disability status","Activity not limited by health conditions",6.06,4.26,7.85
"1213","Abdominal pain","Health/disability status","Activity limited a little by health conditions",11.3,9.7,12.91
"1214","Abdominal pain","Health/disability status","Activity limited a lot by health conditions",17.2,14.83,19.56
"1215","Abdominal pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","Not at all",2.29,1.51,3.07
"1216","Abdominal pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A little",8.86,7.93,9.8
"1217","Abdominal pain","Extent to which Long COVID reduces ability to undertake day-to-day activities","A lot",20.31,18,22.61
