"date","rank","song","artist","weeks-on-board"
2004-08-07,1,"Slow Motion","Juvenile Featuring Soulja Slim",15
2004-07-31,1,"Confessions Part II","Usher",14
2004-07-24,1,"Confessions Part II","Usher",13
2004-07-17,1,"Burn","Usher",19
2004-07-10,1,"I Believe","Fantasia",1
2004-07-03,1,"Burn","Usher",17
2004-06-26,1,"Burn","Usher",16
2004-06-19,1,"Burn","Usher",15
2004-06-12,1,"Burn","Usher",14
2004-06-05,1,"Burn","Usher",13
2004-05-29,1,"Burn","Usher",12
2004-05-22,1,"Burn","Usher",11
2004-05-15,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",19
2004-05-08,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",18
2004-05-01,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",17
2004-04-24,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",16
2004-04-17,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",15
2004-04-10,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",14
2004-04-03,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",13
2004-03-27,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",12
2004-03-20,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",11
2004-03-13,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",10
2004-03-06,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",9
2004-02-28,1,"Yeah!","Usher Featuring Lil Jon & Ludacris",8
2004-02-21,1,"Slow Jamz","Twista Featuring Kanye West & Jamie Foxx",12
2004-02-14,1,"The Way You Move","OutKast Featuring Sleepy Brown",21
2004-02-07,1,"Hey Ya!","OutKast",17
2004-01-31,1,"Hey Ya!","OutKast",16
2004-01-24,1,"Hey Ya!","OutKast",15
2004-01-17,1,"Hey Ya!","OutKast",14
2004-01-10,1,"Hey Ya!","OutKast",13
2004-01-03,1,"Hey Ya!","OutKast",12
2003-12-27,1,"Hey Ya!","OutKast",11
2003-12-20,1,"Hey Ya!","OutKast",10
2003-12-13,1,"Hey Ya!","OutKast",9
2003-12-06,1,"Stand Up","Ludacris Featuring Shawnna",14
2003-11-29,1,"Baby Boy","Beyonce Featuring Sean Paul",16
2003-11-22,1,"Baby Boy","Beyonce Featuring Sean Paul",15
2003-11-15,1,"Baby Boy","Beyonce Featuring Sean Paul",14
2003-11-08,1,"Baby Boy","Beyonce Featuring Sean Paul",13
2003-11-01,1,"Baby Boy","Beyonce Featuring Sean Paul",12
2003-10-25,1,"Baby Boy","Beyonce Featuring Sean Paul",11
2003-10-18,1,"Baby Boy","Beyonce Featuring Sean Paul",10
2003-10-11,1,"Baby Boy","Beyonce Featuring Sean Paul",9
2003-10-04,1,"Baby Boy","Beyonce Featuring Sean Paul",8
2003-09-27,1,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",14
2003-09-20,1,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",13
2003-09-13,1,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",12
2003-09-06,1,"Shake Ya Tailfeather","Nelly, P. Diddy & Murphy Lee",11
2003-08-30,1,"Crazy In Love","Beyonce Featuring Jay Z",15
2003-08-23,1,"Crazy In Love","Beyonce Featuring Jay Z",14
2003-08-16,1,"Crazy In Love","Beyonce Featuring Jay Z",13
2003-08-09,1,"Crazy In Love","Beyonce Featuring Jay Z",12
2003-08-02,1,"Crazy In Love","Beyonce Featuring Jay Z",11
2003-07-26,1,"Crazy In Love","Beyonce Featuring Jay Z",10
2003-07-19,1,"Crazy In Love","Beyonce Featuring Jay Z",9
2003-07-12,1,"Crazy In Love","Beyonce Featuring Jay Z",8
2003-07-05,1,"This Is The Night","Clay Aiken",2
2003-06-28,1,"This Is The Night","Clay Aiken",1
2003-06-21,1,"21 Questions","50 Cent Featuring Nate Dogg",14
2003-06-14,1,"21 Questions","50 Cent Featuring Nate Dogg",13
2003-06-07,1,"21 Questions","50 Cent Featuring Nate Dogg",12
2003-05-31,1,"21 Questions","50 Cent Featuring Nate Dogg",11
2003-05-24,1,"Get Busy","Sean Paul",14
2003-05-17,1,"Get Busy","Sean Paul",13
2003-05-10,1,"Get Busy","Sean Paul",12
2003-05-03,1,"In Da Club","50 Cent",17
2003-04-26,1,"In Da Club","50 Cent",16
2003-04-19,1,"In Da Club","50 Cent",15
2003-04-12,1,"In Da Club","50 Cent",14
2003-04-05,1,"In Da Club","50 Cent",13
2003-03-29,1,"In Da Club","50 Cent",12
2003-03-22,1,"In Da Club","50 Cent",11
2003-03-15,1,"In Da Club","50 Cent",10
2003-03-08,1,"In Da Club","50 Cent",9
2003-03-01,1,"All I Have","Jennifer Lopez Featuring LL Cool J",10
2003-02-22,1,"All I Have","Jennifer Lopez Featuring LL Cool J",9
2003-02-15,1,"All I Have","Jennifer Lopez Featuring LL Cool J",8
2003-02-08,1,"All I Have","Jennifer Lopez Featuring LL Cool J",7
2003-02-01,1,"Bump, Bump, Bump","B2K & P. Diddy",10
2003-01-25,1,"Lose Yourself","Eminem",17
2003-01-18,1,"Lose Yourself","Eminem",16
2003-01-11,1,"Lose Yourself","Eminem",15
2003-01-04,1,"Lose Yourself","Eminem",14
2002-12-28,1,"Lose Yourself","Eminem",13
2002-12-21,1,"Lose Yourself","Eminem",12
2002-12-14,1,"Lose Yourself","Eminem",11
2002-12-07,1,"Lose Yourself","Eminem",10
2002-11-30,1,"Lose Yourself","Eminem",9
2002-11-23,1,"Lose Yourself","Eminem",8
2002-11-16,1,"Lose Yourself","Eminem",7
2002-11-09,1,"Lose Yourself","Eminem",6
2002-11-02,1,"Dilemma","Nelly Featuring Kelly Rowland",17
2002-10-26,1,"Dilemma","Nelly Featuring Kelly Rowland",16
2002-10-19,1,"Dilemma","Nelly Featuring Kelly Rowland",15
2002-10-12,1,"A Moment Like This","Kelly Clarkson",4
2002-10-05,1,"A Moment Like This","Kelly Clarkson",3
2002-09-28,1,"Dilemma","Nelly Featuring Kelly Rowland",12
2002-09-21,1,"Dilemma","Nelly Featuring Kelly Rowland",11
2002-09-14,1,"Dilemma","Nelly Featuring Kelly Rowland",10
2002-09-07,1,"Dilemma","Nelly Featuring Kelly Rowland",9
2002-08-31,1,"Dilemma","Nelly Featuring Kelly Rowland",8
2002-08-24,1,"Dilemma","Nelly Featuring Kelly Rowland",7
2002-08-17,1,"Dilemma","Nelly Featuring Kelly Rowland",6
2002-08-10,1,"Hot In Herre","Nelly",15
2002-08-03,1,"Hot In Herre","Nelly",14
2002-07-27,1,"Hot In Herre","Nelly",13
2002-07-20,1,"Hot In Herre","Nelly",12
2002-07-13,1,"Hot In Herre","Nelly",11
2002-07-06,1,"Hot In Herre","Nelly",10
2002-06-29,1,"Hot In Herre","Nelly",9
2002-06-22,1,"Foolish","Ashanti",19
2002-06-15,1,"Foolish","Ashanti",18
2002-06-08,1,"Foolish","Ashanti",17
2002-06-01,1,"Foolish","Ashanti",16
2002-05-25,1,"Foolish","Ashanti",15
2002-05-18,1,"Foolish","Ashanti",14
2002-05-11,1,"Foolish","Ashanti",13
2002-05-04,1,"Foolish","Ashanti",12
2002-04-27,1,"Foolish","Ashanti",11
2002-04-20,1,"Foolish","Ashanti",10
2002-04-13,1,"Ain't It Funny","Jennifer Lopez Featuring Ja Rule",16
2002-04-06,1,"Ain't It Funny","Jennifer Lopez Featuring Ja Rule",15
2002-03-30,1,"Ain't It Funny","Jennifer Lopez Featuring Ja Rule",14
2002-03-23,1,"Ain't It Funny","Jennifer Lopez Featuring Ja Rule",13
2002-03-16,1,"Ain't It Funny","Jennifer Lopez Featuring Ja Rule",12
2002-03-09,1,"Ain't It Funny","Jennifer Lopez Featuring Ja Rule",11
2002-03-02,1,"Always On Time","Ja Rule Featuring Ashanti",16
2002-02-23,1,"Always On Time","Ja Rule Featuring Ashanti",15
2002-02-16,1,"U Got It Bad","Usher",22
2002-02-09,1,"U Got It Bad","Usher",21
2002-02-02,1,"U Got It Bad","Usher",20
2002-01-26,1,"U Got It Bad","Usher",19
2002-01-19,1,"U Got It Bad","Usher",18
2002-01-12,1,"How You Remind Me","Nickelback",19
2002-01-05,1,"How You Remind Me","Nickelback",18
2001-12-29,1,"How You Remind Me","Nickelback",17
2001-12-22,1,"How You Remind Me","Nickelback",16
2001-12-15,1,"U Got It Bad","Usher",13
2001-12-08,1,"Family Affair","Mary J. Blige",20
2001-12-01,1,"Family Affair","Mary J. Blige",19
2001-11-24,1,"Family Affair","Mary J. Blige",18
2001-11-17,1,"Family Affair","Mary J. Blige",17
2001-11-10,1,"Family Affair","Mary J. Blige",16
2001-11-03,1,"Family Affair","Mary J. Blige",15
2001-10-27,1,"I'm Real","Jennifer Lopez Featuring Ja Rule",17
2001-10-20,1,"I'm Real","Jennifer Lopez Featuring Ja Rule",16
2001-10-13,1,"Fallin'","Alicia Keys",18
2001-10-06,1,"Fallin'","Alicia Keys",17
2001-09-29,1,"Fallin'","Alicia Keys",16
2001-09-22,1,"I'm Real","Jennifer Lopez Featuring Ja Rule",12
2001-09-15,1,"I'm Real","Jennifer Lopez Featuring Ja Rule",11
2001-09-08,1,"I'm Real","Jennifer Lopez Featuring Ja Rule",10
2001-09-01,1,"Fallin'","Alicia Keys",12
2001-08-25,1,"Fallin'","Alicia Keys",11
2001-08-18,1,"Fallin'","Alicia Keys",10
2001-08-11,1,"Bootylicious","Destiny's Child",10
2001-08-04,1,"Bootylicious","Destiny's Child",9
2001-07-28,1,"U Remind Me","Usher",7
2001-07-21,1,"U Remind Me","Usher",6
2001-07-14,1,"U Remind Me","Usher",5
2001-07-07,1,"U Remind Me","Usher",4
2001-06-30,1,"Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk",12
2001-06-23,1,"Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk",11
2001-06-16,1,"Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk",10
2001-06-09,1,"Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk",9
2001-06-02,1,"Lady Marmalade","Christina Aguilera, Lil' Kim, Mya & P!nk",8
2001-05-26,1,"All For You","Janet",11
2001-05-19,1,"All For You","Janet",10
2001-05-12,1,"All For You","Janet",9
2001-05-05,1,"All For You","Janet",8
2001-04-28,1,"All For You","Janet",7
2001-04-21,1,"All For You","Janet",6
2001-04-14,1,"All For You","Janet",5
2001-04-07,1,"Butterfly","Crazy Town",14
2001-03-31,1,"Angel","Shaggy Featuring Rayvon",14
2001-03-24,1,"Butterfly","Crazy Town",12
2001-03-17,1,"Stutter","Joe Featuring Mystikal",11
2001-03-10,1,"Stutter","Joe Featuring Mystikal",10
2001-03-03,1,"Stutter","Joe Featuring Mystikal",9
2001-02-24,1,"Stutter","Joe Featuring Mystikal",8
2001-02-17,1,"Ms. Jackson","OutKast",15
2001-02-10,1,"It Wasn't Me","Shaggy Feat. Ricardo ""RikRok"" Ducent",15
2001-02-03,1,"It Wasn't Me","Shaggy Feat. Ricardo ""RikRok"" Ducent",14
2001-01-27,1,"Independent Women Part I","Destiny's Child",19
2001-01-20,1,"Independent Women Part I","Destiny's Child",18
2001-01-13,1,"Independent Women Part I","Destiny's Child",17
2001-01-06,1,"Independent Women Part I","Destiny's Child",16
2000-12-30,1,"Independent Women Part I","Destiny's Child",15
2000-12-23,1,"Independent Women Part I","Destiny's Child",14
2000-12-16,1,"Independent Women Part I","Destiny's Child",13
2000-12-09,1,"Independent Women Part I","Destiny's Child",12
2000-12-02,1,"Independent Women Part I","Destiny's Child",11
2000-11-25,1,"Independent Women Part I","Destiny's Child",10
2000-11-18,1,"Independent Women Part I","Destiny's Child",9
2000-11-11,1,"With Arms Wide Open","Creed",27
2000-11-04,1,"Come On Over Baby (All I Want Is You)","Christina Aguilera",14
2000-10-28,1,"Come On Over Baby (All I Want Is You)","Christina Aguilera",13
2000-10-21,1,"Come On Over Baby (All I Want Is You)","Christina Aguilera",12
2000-10-14,1,"Come On Over Baby (All I Want Is You)","Christina Aguilera",11
2000-10-07,1,"Music","Madonna",9
2000-09-30,1,"Music","Madonna",8
2000-09-23,1,"Music","Madonna",7
2000-09-16,1,"Music","Madonna",6
2000-09-09,1,"Doesn't Really Matter","Janet",13
2000-09-02,1,"Doesn't Really Matter","Janet",12
2000-08-26,1,"Doesn't Really Matter","Janet",11
2000-08-19,1,"Incomplete","Sisqo",9
2000-08-12,1,"Incomplete","Sisqo",8
2000-08-05,1,"It's Gonna Be Me","'N Sync",14
2000-07-29,1,"It's Gonna Be Me","'N Sync",13
2000-07-22,1,"Bent","matchbox twenty",13
2000-07-15,1,"Everything You Want","Vertical Horizon",26
2000-07-08,1,"Be With You","Enrique Iglesias",15
2000-07-01,1,"Be With You","Enrique Iglesias",14
2000-06-24,1,"Be With You","Enrique Iglesias",13
2000-06-17,1,"Try Again","Aaliyah",14
2000-06-10,1,"Maria Maria","Santana Featuring The Product G&B",18
2000-06-03,1,"Maria Maria","Santana Featuring The Product G&B",17
2000-05-27,1,"Maria Maria","Santana Featuring The Product G&B",16
2000-05-20,1,"Maria Maria","Santana Featuring The Product G&B",15
2000-05-13,1,"Maria Maria","Santana Featuring The Product G&B",14
2000-05-06,1,"Maria Maria","Santana Featuring The Product G&B",13
2000-04-29,1,"Maria Maria","Santana Featuring The Product G&B",12
2000-04-22,1,"Maria Maria","Santana Featuring The Product G&B",11
2000-04-15,1,"Maria Maria","Santana Featuring The Product G&B",10
2000-04-08,1,"Maria Maria","Santana Featuring The Product G&B",9
2000-04-01,1,"Say My Name","Destiny's Child",15
2000-03-25,1,"Say My Name","Destiny's Child",14
2000-03-18,1,"Say My Name","Destiny's Child",13
2000-03-11,1,"Amazed","Lonestar",32
2000-03-04,1,"Amazed","Lonestar",31
2000-02-26,1,"I Knew I Loved You","Savage Garden",19
2000-02-19,1,"Thank God I Found You","Mariah Carey Featuring Joe & 98 Degrees",11
2000-02-12,1,"I Knew I Loved You","Savage Garden",17
2000-02-05,1,"I Knew I Loved You","Savage Garden",16
2000-01-29,1,"I Knew I Loved You","Savage Garden",15
2000-01-22,1,"What A Girl Wants","Christina Aguilera",9
2000-01-15,1,"What A Girl Wants","Christina Aguilera",8
2000-01-08,1,"Smooth","Santana Featuring Rob Thomas",24
2000-01-01,1,"Smooth","Santana Featuring Rob Thomas",23
1999-12-25,1,"Smooth","Santana Featuring Rob Thomas",22
1999-12-18,1,"Smooth","Santana Featuring Rob Thomas",21
1999-12-11,1,"Smooth","Santana Featuring Rob Thomas",20
1999-12-04,1,"Smooth","Santana Featuring Rob Thomas",19
1999-11-27,1,"Smooth","Santana Featuring Rob Thomas",18
1999-11-20,1,"Smooth","Santana Featuring Rob Thomas",17
1999-11-13,1,"Smooth","Santana Featuring Rob Thomas",16
1999-11-06,1,"Smooth","Santana Featuring Rob Thomas",15
1999-10-30,1,"Smooth","Santana Featuring Rob Thomas",14
1999-10-23,1,"Smooth","Santana Featuring Rob Thomas",13
1999-10-16,1,"Heartbreaker","Mariah Carey Featuring Jay-Z",7
1999-10-09,1,"Heartbreaker","Mariah Carey Featuring Jay-Z",6
1999-10-02,1,"Unpretty","TLC",15
1999-09-25,1,"Unpretty","TLC",14
1999-09-18,1,"Unpretty","TLC",13
1999-09-11,1,"Bailamos","Enrique Iglesias",10
1999-09-04,1,"Bailamos","Enrique Iglesias",9
1999-08-28,1,"Genie In A Bottle","Christina Aguilera",9
1999-08-21,1,"Genie In A Bottle","Christina Aguilera",8
1999-08-14,1,"Genie In A Bottle","Christina Aguilera",7
1999-08-07,1,"Genie In A Bottle","Christina Aguilera",6
1999-07-31,1,"Genie In A Bottle","Christina Aguilera",5
1999-07-24,1,"Wild Wild West","Will Smith Featuring Dru Hill & Kool Mo Dee",10
1999-07-17,1,"Bills, Bills, Bills","Destiny's Child",5
1999-07-10,1,"If You Had My Love","Jennifer Lopez",9
1999-07-03,1,"If You Had My Love","Jennifer Lopez",8
1999-06-26,1,"If You Had My Love","Jennifer Lopez",7
1999-06-19,1,"If You Had My Love","Jennifer Lopez",6
1999-06-12,1,"If You Had My Love","Jennifer Lopez",5
1999-06-05,1,"Livin' La Vida Loca","Ricky Martin",8
1999-05-29,1,"Livin' La Vida Loca","Ricky Martin",7
1999-05-22,1,"Livin' La Vida Loca","Ricky Martin",6
1999-05-15,1,"Livin' La Vida Loca","Ricky Martin",5
1999-05-08,1,"Livin' La Vida Loca","Ricky Martin",4
1999-05-01,1,"No Scrubs","TLC",11
1999-04-24,1,"No Scrubs","TLC",10
1999-04-17,1,"No Scrubs","TLC",9
1999-04-10,1,"No Scrubs","TLC",8
1999-04-03,1,"Believe","Cher",16
1999-03-27,1,"Believe","Cher",15
1999-03-20,1,"Believe","Cher",14
1999-03-13,1,"Believe","Cher",13
1999-03-06,1,"Angel Of Mine","Monica",14
1999-02-27,1,"Angel Of Mine","Monica",13
1999-02-20,1,"Angel Of Mine","Monica",12
1999-02-13,1,"Angel Of Mine","Monica",11
1999-02-06,1,"...Baby One More Time","Britney Spears",12
1999-01-30,1,"...Baby One More Time","Britney Spears",11
1999-01-23,1,"Have You Ever?","Brandy",8
1999-01-16,1,"Have You Ever?","Brandy",7
1999-01-09,1,"I'm Your Angel","R. Kelly & Celine Dion",6
1999-01-02,1,"I'm Your Angel","R. Kelly & Celine Dion",5
1998-12-26,1,"I'm Your Angel","R. Kelly & Celine Dion",4
1998-12-19,1,"I'm Your Angel","R. Kelly & Celine Dion",3
1998-12-12,1,"I'm Your Angel","R. Kelly & Celine Dion",2
1998-12-05,1,"I'm Your Angel","R. Kelly & Celine Dion",1
1998-11-28,1,"Lately","Divine",12
1998-11-21,1,"Doo Wop (That Thing)","Lauryn Hill",2
1998-11-14,1,"Doo Wop (That Thing)","Lauryn Hill",1
1998-11-07,1,"The First Night","Monica",13
1998-10-31,1,"The First Night","Monica",12
1998-10-24,1,"The First Night","Monica",11
1998-10-17,1,"One Week","Barenaked Ladies",3
1998-10-10,1,"The First Night","Monica",9
1998-10-03,1,"The First Night","Monica",8
1998-09-26,1,"I Don't Want To Miss A Thing","Aerosmith",4
1998-09-19,1,"I Don't Want To Miss A Thing","Aerosmith",3
1998-09-12,1,"I Don't Want To Miss A Thing","Aerosmith",2
1998-09-05,1,"I Don't Want To Miss A Thing","Aerosmith",1
1998-08-29,1,"The Boy Is Mine","Brandy & Monica",14
1998-08-22,1,"The Boy Is Mine","Brandy & Monica",13
1998-08-15,1,"The Boy Is Mine","Brandy & Monica",12
1998-08-08,1,"The Boy Is Mine","Brandy & Monica",11
1998-08-01,1,"The Boy Is Mine","Brandy & Monica",10
1998-07-25,1,"The Boy Is Mine","Brandy & Monica",9
1998-07-18,1,"The Boy Is Mine","Brandy & Monica",8
1998-07-11,1,"The Boy Is Mine","Brandy & Monica",7
1998-07-04,1,"The Boy Is Mine","Brandy & Monica",6
1998-06-27,1,"The Boy Is Mine","Brandy & Monica",5
1998-06-20,1,"The Boy Is Mine","Brandy & Monica",4
1998-06-13,1,"The Boy Is Mine","Brandy & Monica",3
1998-06-06,1,"The Boy Is Mine","Brandy & Monica",2
1998-05-30,1,"Too Close","Next",16
1998-05-23,1,"My All","Mariah Carey",3
1998-05-16,1,"Too Close","Next",14
1998-05-09,1,"Too Close","Next",13
1998-05-02,1,"Too Close","Next",12
1998-04-25,1,"Too Close","Next",11
1998-04-18,1,"All My Life","K-Ci & JoJo",4
1998-04-11,1,"All My Life","K-Ci & JoJo",3
1998-04-04,1,"All My Life","K-Ci & JoJo",2
1998-03-28,1,"Gettin' Jiggy Wit It","Will Smith",5
1998-03-21,1,"Gettin' Jiggy Wit It","Will Smith",4
1998-03-14,1,"Gettin' Jiggy Wit It","Will Smith",3
1998-03-07,1,"My Heart Will Go On","Celine Dion",2
1998-02-28,1,"My Heart Will Go On","Celine Dion",1
1998-02-21,1,"Nice & Slow","Usher",5
1998-02-14,1,"Nice & Slow","Usher",4
1998-02-07,1,"Together Again","Janet",8
1998-01-31,1,"Together Again","Janet",7
1998-01-24,1,"Truly Madly Deeply","Savage Garden",8
1998-01-17,1,"Truly Madly Deeply","Savage Garden",7
1998-01-10,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",14
1998-01-03,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",13
1997-12-27,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",12
1997-12-20,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",11
1997-12-13,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",10
1997-12-06,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",9
1997-11-29,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",8
1997-11-22,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",7
1997-11-15,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",6
1997-11-08,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",5
1997-11-01,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",4
1997-10-25,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",3
1997-10-18,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",2
1997-10-11,1,"Candle In The Wind 1997/Something About The Way You Look Tonight","Elton John",1
1997-10-04,1,"4 Seasons Of Loneliness","Boyz II Men",2
1997-09-27,1,"Honey","Mariah Carey",3
1997-09-20,1,"Honey","Mariah Carey",2
1997-09-13,1,"Honey","Mariah Carey",1
1997-09-06,1,"Mo Money Mo Problems","The Notorious B.I.G. Featuring Puff Daddy & Mase",6
1997-08-30,1,"Mo Money Mo Problems","The Notorious B.I.G. Featuring Puff Daddy & Mase",5
1997-08-23,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",11
1997-08-16,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",10
1997-08-09,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",9
1997-08-02,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",8
1997-07-26,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",7
1997-07-19,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",6
1997-07-12,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",5
1997-07-05,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",4
1997-06-28,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",3
1997-06-21,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",2
1997-06-14,1,"I'll Be Missing You","Puff Daddy & Faith Evans Featuring 112",1
1997-06-07,1,"MMMBop","Hanson",6
1997-05-31,1,"MMMBop","Hanson",5
1997-05-24,1,"MMMBop","Hanson",4
1997-05-17,1,"Hypnotize","The Notorious B.I.G.",4
1997-05-10,1,"Hypnotize","The Notorious B.I.G.",3
1997-05-03,1,"Hypnotize","The Notorious B.I.G.",2
1997-04-26,1,"Can't Nobody Hold Me Down","Puff Daddy (Featuring Mase)",14
1997-04-19,1,"Can't Nobody Hold Me Down","Puff Daddy (Featuring Mase)",13
1997-04-12,1,"Can't Nobody Hold Me Down","Puff Daddy (Featuring Mase)",12
1997-04-05,1,"Can't Nobody Hold Me Down","Puff Daddy (Featuring Mase)",11
1997-03-29,1,"Can't Nobody Hold Me Down","Puff Daddy (Featuring Mase)",10
1997-03-22,1,"Can't Nobody Hold Me Down","Puff Daddy (Featuring Mase)",9
1997-03-15,1,"Wannabe","Spice Girls",8
1997-03-08,1,"Wannabe","Spice Girls",7
1997-03-01,1,"Wannabe","Spice Girls",6
1997-02-22,1,"Wannabe","Spice Girls",5
1997-02-15,1,"Un-Break My Heart","Toni Braxton",17
1997-02-08,1,"Un-Break My Heart","Toni Braxton",16
1997-02-01,1,"Un-Break My Heart","Toni Braxton",15
1997-01-25,1,"Un-Break My Heart","Toni Braxton",14
1997-01-18,1,"Un-Break My Heart","Toni Braxton",13
1997-01-11,1,"Un-Break My Heart","Toni Braxton",12
1997-01-04,1,"Un-Break My Heart","Toni Braxton",11
1996-12-28,1,"Un-Break My Heart","Toni Braxton",10
1996-12-21,1,"Un-Break My Heart","Toni Braxton",9
1996-12-14,1,"Un-Break My Heart","Toni Braxton",8
1996-12-07,1,"Un-Break My Heart","Toni Braxton",7
1996-11-30,1,"No Diggity","BLACKstreet (Featuring Dr. Dre)",8
1996-11-23,1,"No Diggity","BLACKstreet (Featuring Dr. Dre)",7
1996-11-16,1,"No Diggity","BLACKstreet (Featuring Dr. Dre)",6
1996-11-09,1,"No Diggity","BLACKstreet (Featuring Dr. Dre)",5
1996-11-02,1,"Macarena (Bayside Boys Mix)","Los Del Rio",46
1996-10-26,1,"Macarena (Bayside Boys Mix)","Los Del Rio",45
1996-10-19,1,"Macarena (Bayside Boys Mix)","Los Del Rio",44
1996-10-12,1,"Macarena (Bayside Boys Mix)","Los Del Rio",43
1996-10-05,1,"Macarena (Bayside Boys Mix)","Los Del Rio",42
1996-09-28,1,"Macarena (Bayside Boys Mix)","Los Del Rio",41
1996-09-21,1,"Macarena (Bayside Boys Mix)","Los Del Rio",40
1996-09-14,1,"Macarena (Bayside Boys Mix)","Los Del Rio",39
1996-09-07,1,"Macarena (Bayside Boys Mix)","Los Del Rio",38
1996-08-31,1,"Macarena (Bayside Boys Mix)","Los Del Rio",37
1996-08-24,1,"Macarena (Bayside Boys Mix)","Los Del Rio",36
1996-08-17,1,"Macarena (Bayside Boys Mix)","Los Del Rio",35
1996-08-10,1,"Macarena (Bayside Boys Mix)","Los Del Rio",34
1996-08-03,1,"Macarena (Bayside Boys Mix)","Los Del Rio",33
1996-07-27,1,"You're Makin' Me High/Let It Flow","Toni Braxton",8
1996-07-20,1,"How Do U Want It/California Love","2Pac Featuring K-Ci And JoJo",6
1996-07-13,1,"How Do U Want It/California Love","2Pac Featuring K-Ci And JoJo",5
1996-07-06,1,"Tha Crossroads","Bone Thugs-N-Harmony",9
1996-06-29,1,"Tha Crossroads","Bone Thugs-N-Harmony",8
1996-06-22,1,"Tha Crossroads","Bone Thugs-N-Harmony",7
1996-06-15,1,"Tha Crossroads","Bone Thugs-N-Harmony",6
1996-06-08,1,"Tha Crossroads","Bone Thugs-N-Harmony",5
1996-06-01,1,"Tha Crossroads","Bone Thugs-N-Harmony",4
1996-05-25,1,"Tha Crossroads","Bone Thugs-N-Harmony",3
1996-05-18,1,"Tha Crossroads","Bone Thugs-N-Harmony",2
1996-05-11,1,"Always Be My Baby","Mariah Carey",6
1996-05-04,1,"Always Be My Baby","Mariah Carey",5
1996-04-27,1,"Because You Loved Me (From ""Up Close & Personal"")","Celine Dion",8
1996-04-20,1,"Because You Loved Me (From ""Up Close & Personal"")","Celine Dion",7
1996-04-13,1,"Because You Loved Me (From ""Up Close & Personal"")","Celine Dion",6
1996-04-06,1,"Because You Loved Me (From ""Up Close & Personal"")","Celine Dion",5
1996-03-30,1,"Because You Loved Me (From ""Up Close & Personal"")","Celine Dion",4
1996-03-23,1,"Because You Loved Me (From ""Up Close & Personal"")","Celine Dion",3
1996-03-16,1,"One Sweet Day","Mariah Carey & Boyz II Men",16
1996-03-09,1,"One Sweet Day","Mariah Carey & Boyz II Men",15
1996-03-02,1,"One Sweet Day","Mariah Carey & Boyz II Men",14
1996-02-24,1,"One Sweet Day","Mariah Carey & Boyz II Men",13
1996-02-17,1,"One Sweet Day","Mariah Carey & Boyz II Men",12
1996-02-10,1,"One Sweet Day","Mariah Carey & Boyz II Men",11
1996-02-03,1,"One Sweet Day","Mariah Carey & Boyz II Men",10
1996-01-27,1,"One Sweet Day","Mariah Carey & Boyz II Men",9
1996-01-20,1,"One Sweet Day","Mariah Carey & Boyz II Men",8
